"ExhibitionID","ExhibitionNumber","ExhibitionTitle","ExhibitionCitationDate","ExhibitionBeginDate","ExhibitionEndDate","ExhibitionSortOrder","ExhibitionURL","ExhibitionRole","ExhibitionRoleinPressRelease","ConstituentID","ConstituentType","DisplayName","AlphaSort","FirstName","MiddleName","LastName","Suffix","Institution","Nationality","ConstituentBeginDate","ConstituentEndDate","ArtistBio","Gender","VIAFID","WikidataID","ULANID","ConstituentURL","Year","Count"
4250,"797","The Architecture of Louis I. Kahn","[MoMA Exh. #797, April 26-May 30, 1966]",1966-04-26,"5/30/1966",894,"moma.org/calendar/exhibitions/2575","Curator","Director",8762,"Individual","Arthur Drexler","Drexler Arthur","Arthur","","Drexler","","","American",1921,1987,"American, 1921–1987","Male",73926436,"",NA,"moma.org/artists/8762",1966,3
4251,"798","The Career of an Actress: Sophia Loren","[MoMA Exh. #798, May 18-September 25, 1966]",1966-05-18,"9/25/1966",895,"moma.org/calendar/exhibitions/2576","Curator","Selector",6078,"Individual","Willard Van Dyke","Van Dyke Willard","Willard","","Van Dyke","","","American",1906,1986,"American, 1906–1986","Male",101099086,"Q709447",500037065,"moma.org/artists/6078",1966,3
4252,"799","Nakian","[MoMA Exh. #799, June 22-September 5, 1966]",1966-06-22,"9/5/1966",896,"moma.org/calendar/exhibitions/2577","Curator","Director",12072,"Individual","Frank O'Hara","O'Hara Frank","Frank","","O'Hara","","","American",1926,1966,"American, 1926–1966","Male",51698966,"Q951010",NA,"moma.org/artists/12072",1966,3
2818,"800","The Object Transformed","[MoMA Exh. #800, June 29-September 5, 1966]",1966-06-29,"9/5/1966",897,"moma.org/calendar/exhibitions/1954","Curator","Selector",10488,"Individual","Mildred Constantine","Constantine Mildred","Mildred","","Constantine","","","",NA,NA,"","",2464089,"Q6850955",NA,"moma.org/artists/10488",1966,22
4253,"801","Villa Savoye: Destruction through Neglect","[MoMA Exh. #801, July 2-July 24, 1966]",1966-07-02,"7/24/1966",898,"moma.org/calendar/exhibitions/2578","Curator","Curator",8762,"Individual","Arthur Drexler","Drexler Arthur","Arthur","","Drexler","","","American",1921,1987,"American, 1921–1987","Male",73926436,"",NA,"moma.org/artists/8762",1966,2
4254,"802","Bruce Davidson","[MoMA Exh. #802, July 7-October 2, 1966]",1966-07-07,"10/2/1966",899,"moma.org/calendar/exhibitions/2579","Curator","Selector",8084,"Individual","John Szarkowski","Szarkowski John","John","","Szarkowski","","","American",1925,2007,"American, 1925–2007","Male",110959125,"Q1381389",500125639,"moma.org/artists/8084",1966,2
2259,"803","Henri Matisse: 64 Paintings","[MoMA Exh. #803, July 19-September 25, 1966]",1966-07-19,"9/25/1966",900,"moma.org/calendar/exhibitions/1867","Curator","Selector",9634,"Individual","Monroe Wheeler","Wheeler Monroe","Monroe","","Wheeler","","","American",1899,1988,"American, 1899–1988","Male",40395988,"",NA,"moma.org/artists/9634",1966,3
4255,"804","20 Drawings: New Acquisitions","[MoMA Exh. #804, August 2-October 2, 1966]",1966-08-02,"10/2/1966",901,"moma.org/calendar/exhibitions/2580","Curator","Director",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1966,21
727,"805","London/New York/Hollywood: A New Look in Prints","[MoMA Exh. #805, September 13-October 2, 1966]",1966-09-13,"11/2/1966",902,"moma.org/calendar/exhibitions/1726","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1966,17
4256,"806","The Racing Car: Toward a Rational Automobile","[MoMA Exh. #806, September 27-November 27, 1966]",1966-09-27,"11/27/1966",903,"moma.org/calendar/exhibitions/2581","Curator","Selector",28965,"Individual","David Ash","Ash David","David","","Ash","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/28965",1966,2
4257,"807","Walker Evans' Subway, 1938–1941","[MoMA Exh. #807, October 5-December 11, 1966]",1966-10-05,"12/11/1966",904,"moma.org/calendar/exhibitions/2582","Curator","Selector",8084,"Individual","John Szarkowski","Szarkowski John","John","","Szarkowski","","","American",1925,2007,"American, 1925–2007","Male",110959125,"Q1381389",500125639,"moma.org/artists/8084",1966,2
4258,"808","The Action Still","[MoMA Exh. #808, October 6-December 4, 1966]",1966-10-06,"12/4/1966",905,"moma.org/calendar/exhibitions/2583","Curator","Selector",6078,"Individual","Willard Van Dyke","Van Dyke Willard","Willard","","Van Dyke","","","American",1906,1986,"American, 1906–1986","Male",101099086,"Q709447",500037065,"moma.org/artists/6078",1966,1
4259,"809","The New Japanese Painting and Sculpture","[MoMA Exh. #809, October 19, 1966-January 2, 1967]",1966-10-19,"1/2/1967",906,"moma.org/calendar/exhibitions/2584","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1966,48
4260,"810","Recent Acquisitions: Epstein and Others","[MoMA Exh. #810, October 26-December 20, 1966]",1966-10-26,"12/20/1966",907,"moma.org/calendar/exhibitions/2585","Installer","Installer",14700,"Individual","Betsy Jones","Jones Betsy","Betsy","","Jones","","","",NA,NA,"","",76475102,"",NA,"moma.org/artists/14700",1966,4
4261,"810a","Americans Today: 25 Painters as Printmakers","[MoMA Exh. #810a, November 1-November 9, 1966]",1966-11-01,"11/9/1966",908,"moma.org/calendar/exhibitions/2586","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1966,20
4262,"811","Drawings from the Museum Collection","[MoMA Exh. #811, October 31, 1966-May 8, 1967]",1966-10-31,"5/8/1967",909,"moma.org/calendar/exhibitions/2587","Artist","Artist",52,"Individual","Rodolfo Abularach","Abularach Rodolfo","Rodolfo","","Abularach","","","Guatemalan",1933,NA,"Guatemalan, born 1933","Male",96559203,"Q7357131",500118427,"moma.org/artists/52",1966,53
4263,"812","Art in the Mirror","[MoMA Exh. #812, November 22, 1966-February 6, 1967]",1966-11-22,"2/6/1967",910,"moma.org/calendar/exhibitions/2588","Curator","Selector",28967,"Individual","Gene R. Swenson","Swenson Gene R.","Gene","","Swenson","","","",NA,NA,"","",12227961,"",NA,"moma.org/artists/28967",1966,31
4264,"813","Chagall: Aleko","[MoMA Exh. #813, December 14, 1966-February 26, 1967]",1966-12-14,"2/26/1967",911,"moma.org/calendar/exhibitions/2589","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1966,2
4265,"814","From the McAlpin Collection","[MoMA Exh. #814, December 14, 1966-February 12, 1967]",1966-12-14,"2/12/1967",912,"moma.org/calendar/exhibitions/2590","Curator","Selector",8084,"Individual","John Szarkowski","Szarkowski John","John","","Szarkowski","","","American",1925,2007,"American, 1925–2007","Male",110959125,"Q1381389",500125639,"moma.org/artists/8084",1966,11
4266,"814a","Finial of the Church of the Sagrada Familia","[MoMA Exh. #814a, December 16, 1966-January 16, 1967]",1966-12-16,"1/16/1967",913,"moma.org/calendar/exhibitions/2591","Curator","[Curator]",8732,"Individual","Ludwig Glaeser","Glaeser Ludwig","Ludwig","","Glaeser","","","",NA,NA,"","Male",69857235,"",NA,"moma.org/artists/8732",1966,2
4267,"815","The Taste of a Connoisseur: The Paul J. Sachs Collection","[MoMA Exh. #815, December 21, 1966-March 5, 1967]",1966-12-21,"3/5/1967",914,"moma.org/calendar/exhibitions/2592","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1966,69
2687,"816","Recent Acquisitions: Five European Painters","[MoMA Exh. #816, December 23, 1966-Jan, 22, 1967]",1966-12-23,"1/22/1967",915,"moma.org/calendar/exhibitions/1899","Artist","Artist",203,"Individual","Karel Appel","Appel Karel","Karel","","Appel","","","Dutch",1921,2006,"Dutch, 1921–2006","Male",95871832,"Q152793",500030857,"moma.org/artists/203",1966,5
4268,"817","Art Work from Adult Classes","[MoMA Exh. #817, January 24-February 23, 1967]",1967-01-24,"2/23/1967",916,"moma.org/calendar/exhibitions/3486","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1967,1
4269,"818","The New City: Architecture and Urban Renewal","[MoMA Exh. #818, January 24-March 13, 1967]",1967-01-24,"3/13/1967",917,"moma.org/calendar/exhibitions/2593","Curator","Director",8762,"Individual","Arthur Drexler","Drexler Arthur","Arthur","","Drexler","","","American",1921,1987,"American, 1921–1987","Male",73926436,"",NA,"moma.org/artists/8762",1967,16
2764,"819","Calder: 19 Gifts from the Artist","[MoMA Exh. #819, February 1-September 4, 1967]",1967-02-01,"9/4/1967",918,"moma.org/calendar/exhibitions/1930","Curator","Director",19286,"Individual","Dorothy C. Miller","Miller Dorothy C.","Dorothy","Canning","Miller","","","American",1904,2003,"American, 1904–2003","Female",111290627,"Q5298349",500322604,"moma.org/artists/19286",1967,2
4270,"820","Jerry N. Uelsmann","[MoMA Exh. #820, February 15-April 16, 1967]",1967-02-15,"4/16/1967",919,"moma.org/calendar/exhibitions/2594","Curator","Selector",8084,"Individual","John Szarkowski","Szarkowski John","John","","Szarkowski","","","American",1925,2007,"American, 1925–2007","Male",110959125,"Q1381389",500125639,"moma.org/artists/8084",1967,2
4271,"821","New Documents","[MoMA Exh. #821, February 28-May 7, 1967]",1967-02-28,"5/7/1967",920,"moma.org/calendar/exhibitions/3487","Curator","Director",8084,"Individual","John Szarkowski","Szarkowski John","John","","Szarkowski","","","American",1925,2007,"American, 1925–2007","Male",110959125,"Q1381389",500125639,"moma.org/artists/8084",1967,4
4272,"822","Posters for the Department of Film","[MoMA Exh. #822, March 6-April 24, 1967]",1967-03-06,"4/24/1967",921,"moma.org/calendar/exhibitions/2595","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1967,1
4281,"822a","Members Collect","[MoMA Exh. #822a, March 27-May 25, 1967]",1967-03-27,"5/25/1967",922,"moma.org/calendar/exhibitions/3489","Curator","Selector",28971,"Individual","Campbell Wylly","Wylly Campbell","Campbell","","Wylly","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/28971",1967,18
2939,"823","Latin-American Art, 1931–1966, from the Museum Collection","[MoMA Exh. #823, March 17-June 4, 1967]",1967-03-17,"6/4/1967",923,"moma.org/calendar/exhibitions/2023","Curator","Director",14700,"Individual","Betsy Jones","Jones Betsy","Betsy","","Jones","","","",NA,NA,"","",76475102,"",NA,"moma.org/artists/14700",1967,39
869,"824","Jackson Pollock","[MoMA Exh. #824, April 5-June 4, 1967]",1967-04-05,"6/4/1967",924,"moma.org/calendar/exhibitions/1724","Curator","Director",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1967,2
4282,"825","The Star Garden (A Place)","[MoMA Exh. #825, April 21-May 21, 1967]",1967-04-21,"5/21/1967",925,"moma.org/calendar/exhibitions/2603","Curator","[Curator]",28971,"Individual","Campbell Wylly","Wylly Campbell","Campbell","","Wylly","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/28971",1967,2
4280,"826","A European Experiment","[MoMA Exh. #826, April 26-July 16, 1967]",1967-04-26,"7/16/1967",926,"moma.org/calendar/exhibitions/2602","Curator","Selector",8084,"Individual","John Szarkowski","Szarkowski John","John","","Szarkowski","","","American",1925,2007,"American, 1925–2007","Male",110959125,"Q1381389",500125639,"moma.org/artists/8084",1967,4
4283,"826a","The Artist as His Subject","[MoMA Exh. #826a, April 28-30, 1967]",1967-04-28,"4/30/1967",927,"moma.org/calendar/exhibitions/3490","Curator","Selector",26038,"Individual","Virginia Allen","Allen Virginia","Virginia","","Allen","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/26038",1967,48
2027,"827","Canada '67","[MoMA Exh. #827, May 2-June 4, 1967]",1967-05-02,"6/4/1967",928,"moma.org/calendar/exhibitions/1864","Curator","Selector",18388,"Individual","Riva Castleman","Castleman Riva","Riva","","Castleman","","","American",1930,2014,"American, 1930–2014","Female",61627489,"Q18030446",NA,"moma.org/artists/18388",1967,33
4273,"828","Habitat","[MoMA Exh. #828, June 1-July 16, 1967]",1967-06-01,"7/16/1967",929,"moma.org/calendar/exhibitions/2596","Curator","Selector",8762,"Individual","Arthur Drexler","Drexler Arthur","Arthur","","Drexler","","","American",1921,1987,"American, 1921–1987","Male",73926436,"",NA,"moma.org/artists/8762",1967,2
4279,"829","Guernica: Studies and Postscripts","[MoMA Exh. #829, June 2, 1967-February 13, 1968]",1967-06-02,"2/13/1968",930,"moma.org/calendar/exhibitions/2601","Installer","Installer",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1967,3
4278,"830","Drawings: Recent Acquisitions","[MoMA Exh. #830, June 6-November 22, 1967]",1967-06-26,"11/22/1967",931,"moma.org/calendar/exhibitions/2600","Preparer","Preparer",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1967,46
1853,"831","The Artist as His Subject","[MoMA Exh. #831, June 6-September 17, 1967]",1967-06-06,"9/17/1967",932,"moma.org/calendar/exhibitions/1858","Preparer","Preparer",26038,"Individual","Virginia Allen","Allen Virginia","Virginia","","Allen","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/26038",1967,51
4284,"832","Stills from the Czechoslovak Film Festival","[MoMA Exh. #832, June 14-July 16, 1967]",1967-06-14,"7/16/1967",933,"moma.org/calendar/exhibitions/2604","Curator","Selector",6078,"Individual","Willard Van Dyke","Van Dyke Willard","Willard","","Van Dyke","","","American",1906,1986,"American, 1906–1986","Male",101099086,"Q709447",500037065,"moma.org/artists/6078",1967,2
4277,"833","Once Invisible","[MoMA Exh. #833, June 20-September 11, 1967]",1967-06-20,"9/11/1967",934,"moma.org/calendar/exhibitions/2599","Curator","Director",8084,"Individual","John Szarkowski","Szarkowski John","John","","Szarkowski","","","American",1925,2007,"American, 1925–2007","Male",110959125,"Q1381389",500125639,"moma.org/artists/8084",1967,82
2792,"834","The 1960s: Painting and Sculpture from the Museum Collection","[MoMA Exh. #834, June 28-September 24, 1967]",1967-06-28,"9/24/1967",935,"moma.org/calendar/exhibitions/1944","Curator","Selector",19286,"Individual","Dorothy C. Miller","Miller Dorothy C.","Dorothy","Canning","Miller","","","American",1904,2003,"American, 1904–2003","Female",111290627,"Q5298349",500322604,"moma.org/artists/19286",1967,109
4276,"835","Photography: Recent Acquisitions","[MoMA Exh. #835, July 21-October 8, 1967]",1967-07-21,"10/8/1967",937,"moma.org/calendar/exhibitions/2598","Artist","Artist",1774,"Individual","Frederick H. Evans","Evans Frederick","Frederick","H.","Evans","","","British",1853,1943,"British, 1853–1943","Male",88084729,"Q1452901",500010446,"moma.org/artists/1774",1967,5
17,"836","Architectural Fantasies: Drawings from the Museum Collection","[MoMA Exh. #836, July 27-February 12, 1968]",1967-07-27,"2/12/1968",938,"moma.org/calendar/exhibitions/1776","Curator","Selector",8762,"Individual","Arthur Drexler","Drexler Arthur","Arthur","","Drexler","","","American",1921,1987,"American, 1921–1987","Male",73926436,"",NA,"moma.org/artists/8762",1967,4
4274,"837","Lyonel Feininger: The Ruin by the Sea","[MoMA Exh. #837, August 1-September 24, 1967]",1967-08-01,"9/24/1967",939,"moma.org/calendar/exhibitions/2597","Curator","Director",26209,"Individual","Eila Kokkinen","Kokkinen Eila","Eila","","Kokkinen","","","",NA,NA,"","",54027211,"",NA,"moma.org/artists/26209",1967,3
4275,"838","Mutoscopes","[MoMA Exh. #838, August 2-October 23, 1967]",1967-08-02,"10/23/1967",940,"moma.org/calendar/exhibitions/3488","Curator","Director",21297,"Individual","Margareta Akermark","Akermark Margareta","Margareta","","Akermark","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/21297",1967,2
4285,"839","Jim Dine Designs for a Midsummer Night's Dream","[MoMA Exh. #839, August 8-September 24, 1967]",1967-08-08,"9/24/1967",941,"moma.org/calendar/exhibitions/2605","Curator","Director",26038,"Individual","Virginia Allen","Allen Virginia","Virginia","","Allen","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/26038",1967,3
4286,"840","Recent Acquisitions: Design Collection","[MoMA Exh. #840, September 27, 1967-January 1, 1968]",1967-09-27,"1/1/1968",942,"moma.org/calendar/exhibitions/2606","Curator","Organizer",8762,"Individual","Arthur Drexler","Drexler Arthur","Arthur","","Drexler","","","American",1921,1987,"American, 1921–1987","Male",73926436,"",NA,"moma.org/artists/8762",1967,101
4287,"840a","Jewelry by Contemporary Painters and Sculptors","[MoMA Exh. #840a, October 3-October 5, 1967]",1967-10-03,"10/5/1967",943,"moma.org/calendar/exhibitions/2607","Curator","Selector",46355,"Individual","Renée Sabatello Neu","Neu Renée Sabatello","Renée","Sabatello","Neu","","","",NA,NA,"","",306192623,"",NA,"moma.org/artists/46355",1967,1
2703,"841","The Sculpture of Picasso","[MoMA Exh. #841, October 11, 1967-January 1, 1968]",1967-10-11,"1/1/1968",944,"moma.org/calendar/exhibitions/1905","Curator","Selector",4551,"Individual","Roland Penrose","Penrose Roland","Roland","","Penrose","","","British",1900,1984,"British, 1900–1984","Male",9851740,"Q982677",500004543,"moma.org/artists/4551",1967,3
709,"842","Prints by Picasso: A Selection from 60 Years","[MoMA Exh. #842, October 11, 1967-Jan 1, 1968]",1967-10-11,"1/1/1968",945,"moma.org/calendar/exhibitions/1827","Curator","Director",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1967,2
4288,"843","The Star Vehicle: The Making of a Movie","[MoMA Exh. #843, October 23, 1967-January 29, 1968]",1967-10-23,"1/29/1968",946,"moma.org/calendar/exhibitions/2608","Designer","Designer",27619,"Individual","Kathleen Haven","Haven Kathleen","Kathleen","","Haven","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/27619",1967,1
4289,"844","Ray K. Metzker","[MoMA Exh. #844, October 25, 1967-January 31, 1968]",1967-10-25,"1/31/1968",947,"moma.org/calendar/exhibitions/3491","Curator","Director",8084,"Individual","John Szarkowski","Szarkowski John","John","","Szarkowski","","","American",1925,2007,"American, 1925–2007","Male",110959125,"Q1381389",500125639,"moma.org/artists/8084",1967,2
4290,"845","Steichen Gallery Reinstallation","[MoMA Exh. #845, October 25, 1967-unknown closing date]",1967-10-25,"",948,"moma.org/calendar/exhibitions/2609","Artist","Artist",41,"Individual","Berenice Abbott","Abbott Berenice","Berenice","","Abbott","","","American",1898,1991,"American, 1898–1991","Female",44309674,"Q231861",500020631,"moma.org/artists/41",1967,77
4291,"846","Frank O'Hara/In Memory of My Feelings","[MoMA Exh. #846, December 4, 1967-September 10, 1968]",1967-12-04,"9/10/1968",949,"moma.org/calendar/exhibitions/3492","Curator","Director",30548,"Individual","Bill Berkson","Berkson Bill","Bill","","Berkson","","","",NA,NA,"","",74456855,"Q4908126",NA,"moma.org/artists/30548",1967,33
2941,"847","Five Sculptures from the Museum Collection","[MoMA Exh. #847, January 8-March 3, 1968]",1968-01-08,"3/3/1968",950,"moma.org/calendar/exhibitions/2925","Artist","Artist",646,"Individual","Roger Bolomey","Bolomey Roger","Roger","","Bolomey","","","American",1918,NA,"American, born 1918","Male",7290007,"",NA,"moma.org/artists/646",1968,5
2667,"848","The Sidney and Harriet Janis Collection","[MoMA Exh. #848, January 17-March 4, 1968]",1968-01-17,"3/4/1968",951,"moma.org/calendar/exhibitions/1886","Curator","Director",19286,"Individual","Dorothy C. Miller","Miller Dorothy C.","Dorothy","Canning","Miller","","","American",1904,2003,"American, 1904–2003","Female",111290627,"Q5298349",500322604,"moma.org/artists/19286",1968,56
4292,"849","The Art of the Animator: The Storyboard","[MoMA Exh. #849, January 17-March 3, 1968]",1968-01-17,"3/3/1968",952,"moma.org/calendar/exhibitions/3493","Installer","Installer",27619,"Individual","Kathleen Haven","Haven Kathleen","Kathleen","","Haven","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/27619",1968,3
282,"850","Word and Image: Posters and Typography from the Graphic Design Collection of the Museum of Modern Art, 1879–1967","[MoMA Exh. #850, January 25-March 10, 1968]",1968-01-25,"3/10/1968",953,"moma.org/calendar/exhibitions/2753","Curator","Director",10488,"Individual","Mildred Constantine","Constantine Mildred","Mildred","","Constantine","","","",NA,NA,"","",2464089,"Q6850955",NA,"moma.org/artists/10488",1968,199
4293,"851","Ben Schultz Memorial Exhibition","[MoMA Exh. #851, February 9-March 31, 1968]",1968-02-09,"3/31/1968",954,"moma.org/calendar/exhibitions/3494","Curator","Selector",8084,"Individual","John Szarkowski","Szarkowski John","John","","Szarkowski","","","American",1925,2007,"American, 1925–2007","Male",110959125,"Q1381389",500125639,"moma.org/artists/8084",1968,25
4294,"852","The York House Exhibition","[MoMA Exh. #852, February 28-June 3, 1968]",1968-02-28,"6/3/1968",955,"moma.org/calendar/exhibitions/3495","Curator","Selector",8762,"Individual","Arthur Drexler","Drexler Arthur","Arthur","","Drexler","","","American",1921,1987,"American, 1921–1987","Male",73926436,"",NA,"moma.org/artists/8762",1968,4
4295,"853","Photography as Printmaking","[MoMA Exh. #853, March 19-May 27, 1968]",1968-03-19,"5/27/1968",956,"moma.org/calendar/exhibitions/3496","Curator","Director",26593,"Individual","Peter C. Bunnell","Bunnell Peter C.","Peter","","Bunnell","","","",NA,NA,"","",59213162,"",NA,"moma.org/artists/26593",1968,55
4296,"854","Manhattan Observed","[MoMA Exh. #854, March 22-July 1, 1968]",1968-03-22,"7/1/1968",957,"moma.org/calendar/exhibitions/3497","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1968,39
2663,"855","Dada, Surrealism and their Heritage","[MoMA Exh. #855, March 27-June 9, 1968]",1968-03-27,"6/9/1968",958,"moma.org/calendar/exhibitions/1884","Curator","Director",13938,"Individual","William S. Rubin","Rubin William S.","William","","Rubin","","","American",1927,2006,"American, 1927–2006","Male",29540160,"Q951624",NA,"moma.org/artists/13938",1968,95
4297,"856","Photographs Before Surrealism","[MoMA Exh. #856, April 3-July 28, 1968]",1968-04-03,"7/28/1968",959,"moma.org/calendar/exhibitions/3498","Curator","Director",NA,"Individual","Bruce K. MacDonald","MacDonald Bruce K","Bruce","K.","MacDonald","","","",NA,NA,"","",273499903,"",NA,"",1968,23
2856,"856a","Cézanne to Miró","[MoMA Exh. #856a, April 23-April 25, 1968]",1968-04-23,"4/25/1968",960,"moma.org/calendar/exhibitions/1981","Curator","Director",9634,"Individual","Monroe Wheeler","Wheeler Monroe","Monroe","","Wheeler","","","American",1899,1988,"American, 1899–1988","Male",40395988,"",NA,"moma.org/artists/9634",1968,3
4298,"857","Christo Wraps the Museum","[MoMA Exh. #857, June 5-June 25, 1968]",1968-06-05,"6/25/1968",961,"moma.org/calendar/exhibitions/3499","Curator","Selector",13938,"Individual","William S. Rubin","Rubin William S.","William","","Rubin","","","American",1927,2006,"American, 1927–2006","Male",29540160,"Q951624",NA,"moma.org/artists/13938",1968,2
4299,"858","Recent Czech and Polish Posters","[MoMA Exh. #858, June 10-November 18, 1968]",1968-06-10,"11/18/1968",962,"moma.org/calendar/exhibitions/3500","Curator","Selector",8762,"Individual","Arthur Drexler","Drexler Arthur","Arthur","","Drexler","","","American",1921,1987,"American, 1921–1987","Male",73926436,"",NA,"moma.org/artists/8762",1968,10
4300,"859","James Stirling: Three University Buildings","[MoMA Exh. #859, June 11-August 4, 1968]",1968-06-11,"8/4/1968",964,"moma.org/calendar/exhibitions/3501","Curator","Selector",8762,"Individual","Arthur Drexler","Drexler Arthur","Arthur","","Drexler","","","American",1921,1987,"American, 1921–1987","Male",73926436,"",NA,"moma.org/artists/8762",1968,2
2936,"860","Recent Acquisitions: Painting and Sculpture","[MoMA Exh. #860, June 18-August 25, 1968]",1968-06-18,"8/25/1968",965,"moma.org/calendar/exhibitions/2922","Curator","Director",19286,"Individual","Dorothy C. Miller","Miller Dorothy C.","Dorothy","Canning","Miller","","","American",1904,2003,"American, 1904–2003","Female",111290627,"Q5298349",500322604,"moma.org/artists/19286",1968,17
3551,"861","Cartier-Bresson","[MoMA Exh. #861, June 25-September 2, 1968]",1968-06-25,"9/2/1968",966,"moma.org/calendar/exhibitions/2259","Curator","Selector",8084,"Individual","John Szarkowski","Szarkowski John","John","","Szarkowski","","","American",1925,2007,"American, 1925–2007","Male",110959125,"Q1381389",500125639,"moma.org/artists/8084",1968,2
2723,"862","Art of the Real","[MoMA Exh. #862, July 3-September 8, 1968]",1968-07-03,"9/8/1968",967,"moma.org/calendar/exhibitions/1911","Curator","Selector",25837,"Individual","Eugene Goossen","Goossen Eugene","Eugene","","Goossen","","","",NA,NA,"","",54288906,"Q5407315",NA,"moma.org/artists/25837",1968,23
4301,"863","Garbo: Film Stills","[MoMA Exh. #863, July 9-October 23, 1968]",1968-07-09,"10/23/1968",968,"moma.org/calendar/exhibitions/2610","Curator","Selector",27619,"Individual","Kathleen Haven","Haven Kathleen","Kathleen","","Haven","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/27619",1968,1
4302,"864","My European Trip: Photographs from the Car by Joel Meyerowitz","[MoMA Exh. #864, August 3-September 29, 1968]",1968-08-03,"9/29/1968",969,"moma.org/calendar/exhibitions/2611","Curator","Selector",8084,"Individual","John Szarkowski","Szarkowski John","John","","Szarkowski","","","American",1925,2007,"American, 1925–2007","Male",110959125,"Q1381389",500125639,"moma.org/artists/8084",1968,2
4303,"865","John Graham","[MoMA Exh. #865, August 13-October 13, 1968]",1968-08-13,"10/13/1968",970,"moma.org/calendar/exhibitions/3502","Curator","Selector",26209,"Individual","Eila Kokkinen","Kokkinen Eila","Eila","","Kokkinen","","","",NA,NA,"","",54027211,"",NA,"moma.org/artists/26209",1968,2
2622,"866","Five Major Loans: Paintings lent by Mrs. Bertram Smith and Norton Simon","[MoMA Exh. #866, August 30-November 11, 1968]",1968-08-30,"11/11/1968",971,"moma.org/calendar/exhibitions/2807","Designer","Designer",10532,"Individual","Wilder Green","Green Wilder","Wilder","","Green","","","",NA,NA,"","",285717384,"",NA,"moma.org/artists/10532",1968,7
4304,"867","Architecture of Museums","[MoMA Exh. #867, September 25-November 11, 1968]",1968-09-25,"11/11/1968",972,"moma.org/calendar/exhibitions/2612","Curator","Director",8732,"Individual","Ludwig Glaeser","Glaeser Ludwig","Ludwig","","Glaeser","","","",NA,NA,"","Male",69857235,"",NA,"moma.org/artists/8732",1968,38
2279,"868","Jean Dubuffet at the Museum of Modern Art","[MoMA Exh. #868, October 2-October 27, 1968]",1968-10-02,"10/27/1968",973,"moma.org/calendar/exhibitions/2783","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1968,4
